no_of_locations,no_of_conditions,enrollment,no_of_arms,no_of_drug_interventions,no_of_behavioral_interventions,no_of_procedural_interventions,no_of_biological_interventions,no_of_device_interventions,no_of_dietary_interventions,no_of_other_interventions,adverseEventDataAvailable,no_of_combination_product_interventions,no_of_diagnostic_test_interventions,no_of_genetic_interventions,no_of_radiation_interventions,min_age,max_age,total_dropout_rate,no_of_primary_outcomes,no_of_secondary_outcomes,has_result,phase_MISSING,phase_PHASE1,phase_PHASE2,phase_PHASE3,phase_PHASE4,sponsor_FED,sponsor_INDIV,sponsor_INDUSTRY,sponsor_NIH,sponsor_OTHER,sponsor_OTHER_GOV,allocation_encoded,intervention_model_CROSSOVER,intervention_model_FACTORIAL,intervention_model_PARALLEL,intervention_model_SEQUENTIAL,intervention_model_SINGLE_GROUP,masking_DOUBLE,masking_NONE,masking_QUADRUPLE,masking_TRIPLE,male,female,trail_length
1,2,185,3,3,0,0,0,0,0,0,0,0,0,0,0,19,80,-1,2,9,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2423
2,1,75,3,3,0,0,0,2,0,0,0,0,0,0,0,18,90,-1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,484
1,1,60,2,0,1,0,0,0,1,0,0,0,0,0,0,40,65,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,8
1,1,70,2,1,0,0,0,0,0,0,0,0,0,0,0,50,80,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,75
1,1,20,2,2,0,0,0,0,0,0,0,0,0,0,0,40,60,-1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,307
7,1,255,3,3,0,0,0,0,0,0,0,0,0,0,0,20,74,-1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1543
18,1,76,5,6,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,2081
8,1,350,4,4,0,0,0,0,0,0,0,0,0,0,0,20,75,-1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,2925
1,1,20,2,2,0,0,0,0,0,0,0,0,0,0,0,40,60,-1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1
10,2,256,2,1,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2156
1,1,23,2,0,0,0,0,0,2,0,0,0,0,0,0,45,75,-1,1,7,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0
1,1,30,2,2,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,1,13,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,369
33,1,156,8,8,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,4552
19,2,191,2,1,0,0,0,0,0,1,0,0,0,0,0,18,80,-1,1,12,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,875
1,1,30,2,2,0,0,0,0,0,0,0,0,0,0,0,18,80,-1,1,11,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,285
100,1,734,4,4,0,0,0,0,0,0,0,0,0,0,0,16,75,-1,1,6,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,4675
1,3,164,15,2,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,4,5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,9
126,1,377,4,4,0,0,0,0,0,0,0,0,0,0,0,16,75,-1,1,6,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,4645
2,1,72,5,5,0,0,0,0,0,0,0,0,0,0,0,18,60,-1,1,6,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,333
71,1,426,7,7,0,0,0,0,0,0,0,0,0,0,0,18,80,-1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,2323
10,1,146,4,4,0,0,0,0,0,0,0,0,0,0,0,20,75,-1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,914
1,1,276,4,4,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,8,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,95
1,1,72,2,1,0,0,0,0,0,1,0,0,0,0,0,18,65,-1,2,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,17
1,1,100,4,2,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,4,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1274
1,1,31,2,2,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,2,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,429
1,1,48,2,2,0,0,0,0,0,0,0,0,0,0,0,20,60,-1,3,11,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,37
1,1,89,2,1,0,0,0,0,0,0,0,0,0,0,0,19,75,-1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,3
1,1,90,5,3,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,2,8,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,672
7,1,55,4,1,0,0,0,0,0,1,0,0,0,0,0,18,65,-1,3,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,632
1,1,16,2,2,0,0,0,0,0,0,0,0,0,0,0,20,75,-1,2,2,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,981
1,1,85,2,0,0,0,0,1,0,0,0,0,0,0,0,18,75,-1,1,4,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,890
1,1,80,4,4,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,1,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,782
1,1,45,4,0,0,0,0,0,4,0,0,0,0,0,0,35,68,-1,2,6,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1
5,1,62,4,2,0,0,0,0,0,0,0,0,0,0,0,20,70,-1,1,5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,401
9,1,173,2,2,0,0,0,0,0,0,0,0,0,0,0,18,80,-1,1,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1363
1,1,122,2,2,0,0,0,0,0,0,0,0,0,0,0,25,65,-1,1,10,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1163
3,1,56,9,11,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,329
4,1,64,2,2,0,0,0,0,0,0,0,0,0,0,0,20,70,-1,1,6,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,508
3,1,16,2,2,0,0,0,0,0,0,0,0,0,0,0,20,74,-1,8,16,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,242
6,1,248,2,2,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,802
1,1,200,4,1,0,0,0,0,0,1,0,0,0,0,0,18,75,-1,1,8,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,869
1,1,24,2,1,0,0,0,0,0,0,0,0,0,0,0,18,60,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,4642
1,1,100,3,3,0,0,0,0,0,0,0,0,0,0,0,20,69,-1,1,12,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1635
4,1,72,3,3,0,0,0,0,0,0,0,0,0,0,0,20,70,-1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,448
3,1,28,2,2,0,0,0,0,0,0,0,0,0,0,0,20,74,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,288
8,1,179,2,2,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,6,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,225
14,1,113,3,3,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0
2,1,766,3,3,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1022
29,1,148,4,3,0,0,0,0,0,1,0,0,0,0,0,21,70,-1,1,8,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,533
1,1,24,2,2,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,4,8,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,207
1,1,52,3,2,0,0,0,0,0,0,0,0,0,0,0,18,45,-1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,2
8,1,188,2,2,0,0,0,0,0,0,0,0,0,0,0,20,74,-1,3,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,2132
18,1,150,2,2,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,662
18,1,440,2,2,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,1,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,937
1,1,52,6,6,0,0,0,0,0,0,0,0,0,0,0,30,70,-1,1,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,545
31,1,255,4,1,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,413
3,1,56,3,3,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,598
1,1,15,3,3,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,3,5,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,217
1,1,64,4,3,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,1,6,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,813
1,1,30,4,2,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,7,17,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,768
4,1,50,7,2,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,7,17,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,711
6,1,68,2,2,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,1,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,413
1,1,12,2,2,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,93
1,1,24,6,6,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,6,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,231
1,1,76,2,2,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,701
22,1,143,2,2,0,0,0,0,0,0,0,0,0,0,0,19,74,-1,1,7,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,3466
1,1,218,4,5,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2737
1,1,32,3,2,0,0,0,0,0,0,0,0,0,0,0,30,65,-1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1197
22,1,164,2,2,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,2,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1100
35,1,179,2,2,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,13,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,748
1,1,22,3,3,0,0,0,0,0,0,0,0,0,0,0,40,65,-1,2,15,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,3748
2,1,465,3,3,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,10,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,816
1,1,1026,4,0,0,0,0,0,0,1,0,0,0,0,0,30,70,-1,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1858
1,1,24,2,2,0,0,0,0,0,0,0,0,0,0,0,20,69,-1,1,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,814
1,1,36,2,2,0,0,0,0,0,0,0,0,0,0,0,18,64,-1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1050
1,1,60,1,0,1,0,0,0,0,0,0,0,0,0,0,18,80,-1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,17
1,1,40,4,2,0,0,0,0,0,0,0,0,0,0,0,18,64,-1,2,41,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,498
1,1,61,5,2,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,5841
5,1,37,4,4,0,0,0,0,0,0,0,0,0,0,0,25,70,-1,1,4,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,680
1,1,252,5,1,0,0,0,0,0,2,0,0,0,0,0,18,75,-1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,892
3,1,70,2,2,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,370
1,1,30,3,2,0,0,0,0,0,0,0,0,0,0,0,20,75,-1,1,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,5457
67,1,421,2,2,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,599
10,1,121,8,3,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,11,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,3122
79,1,325,5,4,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,296
1,1,20,2,2,0,0,0,0,0,0,0,0,0,0,0,40,70,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,4
2,1,59,2,3,0,0,0,0,0,0,0,0,0,0,0,25,70,-1,5,5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1486
1,1,121,2,2,0,0,0,0,0,0,0,0,0,0,0,19,80,-1,2,12,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,671
26,1,535,3,2,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,1,17,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2010
3,1,31,2,2,0,0,0,0,0,0,0,0,0,0,0,20,70,-1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,849
24,1,77,3,3,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1113
53,1,162,2,2,0,0,0,0,0,0,0,0,0,0,0,18,85,-1,2,6,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1580
1,1,328,2,2,1,0,0,0,0,0,0,0,0,0,0,20,70,-1,1,10,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1852
21,1,293,2,2,0,0,0,0,0,0,0,0,0,0,0,18,80,-1,2,6,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,498
1,1,408,2,2,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,7,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,14
1,1,30,3,1,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,7,13,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,141
1,1,48,3,1,0,0,0,0,2,0,0,0,0,0,0,30,70,-1,1,18,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,6121
1,1,22,2,2,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,967
2,1,39,4,4,0,0,0,0,0,0,0,0,0,0,0,25,65,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1103
17,1,17,2,4,0,0,0,0,0,0,0,0,0,0,0,10,17,-1,1,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1190
13,1,145,2,2,0,0,0,0,0,0,0,0,0,0,0,30,70,-1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0
1,1,30,2,2,0,0,0,0,0,0,0,0,0,0,0,35,75,-1,1,8,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1106
14,1,38,2,2,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,570
11,1,103,2,0,0,0,2,0,0,0,0,0,0,0,0,18,65,-1,7,16,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1307
5,1,94,4,3,0,0,0,0,0,0,0,0,0,0,0,20,75,-1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,604
1,1,10,3,3,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,396
11,1,23,2,4,0,0,0,0,0,0,0,0,0,0,0,10,17,-1,3,6,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2138
1,1,31,4,0,0,4,0,0,0,0,0,0,0,0,0,18,60,-1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,3882
37,1,740,3,2,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,1,16,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1951
1,1,203,2,2,0,0,0,0,0,0,0,0,0,0,0,21,80,-1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0
88,1,500,10,4,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,14,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,812
148,1,666,4,5,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2969
1,1,39,1,1,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1262
11,1,248,4,4,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,658
1,1,24,4,4,0,0,0,0,0,0,0,0,0,0,0,30,70,-1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1434
113,1,326,3,5,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2896
1,1,254,2,2,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,9,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,635
35,1,476,2,0,0,0,1,0,0,0,0,0,0,0,0,18,75,-1,1,10,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,315
3,1,133,3,4,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1704
2,1,476,3,3,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,10,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,816
2,1,39,2,2,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,1,28,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,2085
1,1,500,2,2,0,0,0,0,0,0,0,0,0,0,0,18,45,-1,1,21,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,3227
2,1,36,2,2,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,937
1,1,20,4,3,0,0,0,0,0,0,0,0,0,0,0,20,75,-1,1,8,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1549
106,1,171,2,3,0,0,0,0,0,0,0,0,0,0,0,10,17,-1,2,8,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2673
50,1,533,3,4,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1212
145,1,389,7,7,0,0,0,0,0,0,0,0,0,0,0,18,79,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3997
1,1,20,6,3,0,0,0,0,0,0,0,0,0,0,0,18,64,-1,2,9,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,649
93,1,272,1,1,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,4718
44,1,267,5,2,0,0,0,0,0,0,0,0,0,0,0,30,75,-1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3974
1,1,458,3,3,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,7,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,12
28,1,159,4,4,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,5011
2,1,56,2,2,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1362
6,1,97,6,3,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,565
1,1,25,3,1,0,0,0,0,0,0,0,0,0,0,0,18,69,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,833
3,1,116,5,2,0,0,0,0,0,0,0,0,0,0,0,25,65,-1,1,5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1706
1,1,384,2,6,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,1,13,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1612
1,1,24,2,2,0,0,0,0,0,0,0,0,0,0,0,45,64,-1,1,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,961
1,1,35,2,2,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,691
1,1,32,2,0,0,0,0,0,0,1,0,0,0,0,0,30,80,-1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0
3,1,48,6,2,0,0,0,0,0,0,0,0,0,0,0,21,65,-1,1,11,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,264
1,1,412,4,4,0,0,0,0,0,0,0,0,0,0,0,20,70,-1,1,4,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,2554
1,1,10,2,2,0,0,0,0,0,0,0,0,0,0,0,40,69,-1,1,13,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1
1,1,78,3,5,0,0,0,0,0,0,0,0,0,0,0,20,80,-1,1,8,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,2548
1,1,42,3,3,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,8,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,385
